log_price,car_age,km_per_year,motor_clean,marca,state_clean,câmbio,combustível,bancos_de_couro,teto_solar,tracao_4x4,blindado,unico_dono
11.125658756897037,2.0,18500.0,1.0,Volkswagen,SP,Manual,Flex,False,False,False,False,True
11.143179755252751,1.0,30810.0,1.0,Citroen,BA,Manual,Flex,False,False,False,False,False
11.982310152711182,0.5,10000.0,2.0,Toyota,RS,Automático,Flex,False,False,False,False,False
11.372524818667134,9.0,12222.222222222223,1.8,Honda,SP,Automático,Flex,False,False,False,False,False
9.305741456739435,22.0,11590.90909090909,,Fiat,GO,Manual,,False,False,False,False,False
11.002116507732017,13.0,38461.53846153846,2.0,Citroen,STATE_OTHER,Manual,Diesel,False,False,False,False,True
10.357774570341576,10.0,16400.0,1.0,Ford,MG,Manual,Flex,False,False,False,False,False
10.96648993456911,6.0,15529.833333333334,1.6,Citroen,SC,Automático,Flex,False,False,False,False,False
11.263194068746921,5.0,15002.4,1.0,Chevrolet,SP,Automático,Flex,True,False,False,False,True
12.24043059304143,1.0,11800.0,2.0,BRAND_OTHER,STATE_OTHER,Automático,Diesel,True,False,True,False,True
11.97603664577121,5.0,9883.8,2.0,Bmw,PR,Automático,Flex,True,True,False,False,False
10.757924157061597,12.0,15250.0,2.0,Hyundai,SP,Automático,Flex,True,False,False,False,False
12.019146503887916,2.0,18950.0,2.0,Ford,GO,Automático,Diesel,True,False,False,False,False
10.714439990727769,7.0,50132.71428571428,1.6,Volkswagen,RJ,Manual,Flex,False,False,False,False,False
10.929547069355774,0.5,75012.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
11.156264806643742,1.0,37819.0,1.0,Chevrolet,MG,Manual,Flex,False,False,False,False,False
10.983613347424248,1.0,48805.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
11.269591961359195,0.5,71984.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
11.110969193687714,7.0,13937.285714285714,1.8,Fiat,MG,Automático,Flex,False,False,False,False,False
11.278480795900865,1.0,61673.0,1.3,Fiat,MG,Manual,Flex,False,False,False,False,False
11.634266607494453,0.5,61982.0,1.6,Hyundai,MG,Automático,Flex,False,False,False,False,False
11.357452244304588,0.5,79636.0,1.0,Hyundai,MG,Manual,Flex,False,False,False,False,False
10.797553125151618,8.0,12675.0,1.6,Ford,MG,Manual,Flex,False,False,False,False,False
11.501874628783144,10.0,30900.0,2.0,Hyundai,MG,Manual,Diesel,False,False,False,False,False
10.807725945886109,1.0,58174.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
10.94024216782542,0.5,61990.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
11.695172018951542,4.0,9250.0,2.0,Jeep,PA,Automático,Flex,True,False,False,False,False
11.407576060361786,0.5,19118.0,1.6,Volkswagen,MG,Manual,Flex,False,False,False,False,False
10.956073354557526,2.0,19998.0,1.0,Fiat,MG,Manual,Flex,False,False,False,False,False
11.245059091624615,0.5,64076.0,1.0,Volkswagen,MG,Manual,Flex,False,False,False,False,False
10.929547069355774,0.5,78802.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
10.94024216782542,0.5,74902.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
11.660491657418318,9.0,5751.111111111111,1.8,Honda,SP,Automático,Flex,True,False,False,True,True
11.189975390433117,0.5,99678.0,1.0,Hyundai,MG,Manual,Flex,False,False,False,False,False
10.961295207644392,0.5,60800.0,1.0,Renault,MG,Manual,Flex,False,False,False,False,False
11.245059091624615,0.5,76952.0,1.0,Volkswagen,MG,Manual,Flex,False,False,False,False,False
11.060384472475045,0.5,58230.0,1.0,Fiat,MG,Manual,Flex,False,False,False,False,False
11.049317340813348,0.5,70206.0,1.0,Fiat,MG,Manual,Flex,False,False,False,False,False
10.954326659732555,2.0,19998.0,1.0,Fiat,MG,Manual,Flex,False,False,False,False,False
10.594156665220533,8.0,9170.25,1.6,Renault,RJ,Manual,Flex,False,False,False,False,True
12.043500773454495,0.5,0.0,1.2,Chevrolet,STATE_OTHER,Automático,Flex,True,False,False,False,True
10.91328684226798,5.0,6000.0,1.0,Ford,RJ,Manual,Flex,False,False,False,False,True
11.237185138527495,7.0,19629.571428571428,1.6,Nissan,STATE_OTHER,Automático,Flex,False,False,False,False,False
12.095090804229235,0.5,0.0,2.0,Toyota,STATE_OTHER,Automático,Flex,False,False,False,False,False
